ticket_id,created_at,resolved_at,category,severity,status,description,assignee
INC00209,2025-02-14T12:08:54,2025-02-15T06:20:23,Network,High,Closed,VLAN tagging issue preventing access to ops subnet,bob.rivera
INC00210,2025-02-14T12:09:46,2025-02-14T13:32:41,Security,Critical,Closed,Anomalous login from foreign IP for engineering account,eva.morales
INC00211,2025-02-14T12:25:41,2025-02-15T04:45:06,Network,Medium,Closed,VPN disconnects every 5 minutes for remote users in EMEA,eva.morales
INC00212,2025-02-14T12:40:18,2025-02-16T05:27:45,Software,Low,Closed,Update rollout failing on Windows 11 LATAM machines,eva.morales
INC00213,2025-02-14T14:04:58,2025-02-17T00:34:40,Telephony,Medium,Closed,Phone extension 2 ringing wrong desk after move,deepak.patel
INC00214,2025-02-14T18:51:54,2025-02-16T00:50:47,Network,Medium,Closed,Slow network performance reported on 4th floor,frank.olsson
INC00215,2025-02-15T09:52:10,2025-02-15T19:24:42,Email,High,Closed,Shared mailbox permissions reset after migration,carla.singh
INC00216,2025-02-15T12:53:02,2025-02-15T14:12:27,Network,Critical,Closed,VPN disconnects every 2 minutes for remote users in NA-West,henry.nakamura
INC00217,2025-02-15T15:50:01,2025-02-24T16:09:34,Hardware,Low,Closed,Headset audio cuts out during calls on docked machines,henry.nakamura
INC00218,2025-02-15T16:28:47,2025-02-16T00:05:33,Access,High,Closed,Employee unable to access shared drive after department transfer,frank.olsson
INC00219,2025-02-15T19:16:18,2025-02-16T00:04:09,Access,High,Resolved,MFA prompt loop preventing login to sales portal,henry.nakamura
INC00220,2025-02-16T19:12:25,2025-02-17T06:48:29,Access,Medium,Closed,Role permissions revoked unexpectedly for LATAM team,grace.kim
INC00221,2025-02-17T07:30:48,2025-02-21T22:40:10,Hardware,Low,Closed,Mouse cursor stutters on APAC office laptops,henry.nakamura
INC00222,2025-02-17T08:43:04,2025-02-17T12:14:05,Network,Critical,Closed,VPN disconnects every 30 minutes for remote users in EMEA,carla.singh
INC00223,2025-02-17T09:56:10,2025-02-17T11:03:28,Security,Critical,Closed,"Phishing email reported by APAC team, possible click-through",eva.morales
INC00224,2025-02-17T11:48:09,2025-02-17T16:22:24,Telephony,High,Closed,Call quality degraded during peak hours on SIP trunk,grace.kim
INC00225,2025-02-17T13:25:51,2025-02-18T08:58:24,Software,Medium,Closed,Excel macros disabled after security patch,grace.kim
INC00226,2025-02-17T18:02:33,2025-02-18T03:36:18,Security,High,Resolved,"USB device blocked by DLP policy, user requests exception",grace.kim
INC00227,2025-02-17T21:02:56,2025-02-22T06:52:18,Printing,Low,Closed,Color printer on 4th floor reporting low toner repeatedly,carla.singh
INC00228,2025-02-18T08:13:14,2025-02-22T16:21:09,Access,Low,Closed,Password reset link not delivered to corporate email,henry.nakamura
INC00229,2025-02-18T08:25:25,2025-02-20T03:25:48,Software,Low,Resolved,PDF viewer hangs on documents larger than 60MB,bob.rivera
INC00230,2025-02-18T11:19:26,2025-02-19T04:14:43,Hardware,Medium,Closed,Webcam not detected after latest OS update,frank.olsson
INC00231,2025-02-18T11:58:59,2025-02-18T16:05:44,Access,Critical,Closed,"Service account credentials expired, batch job failing",eva.morales
INC00232,2025-02-18T12:39:13,2025-02-19T05:12:00,Software,Medium,Resolved,Excel macros disabled after security patch,alice.chen
INC00233,2025-02-18T19:16:28,2025-02-19T15:22:28,Software,Medium,Closed,Browser extensions blocked by new endpoint policy,alice.chen
INC00234,2025-02-19T08:38:04,2025-02-26T16:10:57,Email,Low,Closed,Cannot send email with large attachment to external domain,frank.olsson
INC00235,2025-02-19T12:31:39,2025-02-20T01:02:26,Network,Medium,Resolved,VLAN tagging issue preventing access to ops subnet,deepak.patel
INC00236,2025-02-19T14:05:45,2025-02-22T04:16:33,Access,Medium,Closed,Password reset link not delivered to corporate email,alice.chen
INC00237,2025-02-19T19:52:21,2025-02-20T08:01:20,Network,High,Closed,Slow network performance reported on 5th floor,henry.nakamura
INC00238,2025-02-21T16:01:01,2025-02-22T15:02:01,Software,High,Closed,Database query timeout from ops reporting tool,bob.rivera
INC00239,2025-02-21T17:20:25,2025-02-23T01:14:14,Access,Medium,Closed,MFA prompt loop preventing login to engineering portal,deepak.patel
INC00240,2025-02-21T19:05:44,2025-02-24T06:43:05,Printing,Low,Resolved,"Printer in Building D stuck in queue, jobs not releasing",henry.nakamura
INC00241,2025-02-21T19:55:24,2025-02-25T04:02:50,Telephony,Low,Closed,Voicemail-to-email transcription failing for engineering,eva.morales
INC00242,2025-02-23T09:31:56,2025-02-27T16:51:27,Network,Low,Closed,Wi-Fi drops in Building D during peak hours,bob.rivera
INC00243,2025-02-24T04:11:39,2025-02-26T01:25:20,Telephony,Medium,Closed,Softphone audio one-way for EMEA remote employees,alice.chen
INC00244,2025-02-24T08:46:11,2025-02-26T23:43:04,Hardware,Low,Resolved,Mouse cursor stutters on NA-West office laptops,bob.rivera
INC00245,2025-02-24T09:47:53,2025-02-24T21:07:15,Access,Medium,Resolved,"SSO token expired prematurely, users locked out of sales",bob.rivera
INC00246,2025-02-24T10:13:19,2025-02-24T12:51:54,Security,Critical,Closed,Anomalous login from foreign IP for ops account,henry.nakamura
INC00247,2025-02-24T10:23:03,2025-02-24T12:06:39,Network,Critical,Closed,"Switch port flapping on rack R38, multiple users affected",henry.nakamura
INC00248,2025-02-24T15:18:10,2025-02-24T22:22:27,Access,High,Closed,Password reset link not delivered to corporate email,henry.nakamura
INC00249,2025-02-24T15:41:00,2025-03-01T08:26:25,Telephony,Low,Closed,Phone extension 5 ringing wrong desk after move,alice.chen
INC00250,2025-02-25T01:09:05,2025-02-26T13:09:45,Network,Low,Closed,Slow network performance reported on 3rd floor,bob.rivera
INC00251,2025-02-25T06:07:30,2025-02-27T12:45:18,Software,Medium,Closed,Update rollout failing on Windows 11 NA-West machines,bob.rivera
INC00252,2025-02-25T06:52:10,2025-02-25T20:19:58,Email,High,Closed,Cannot send email with large attachment to external domain,henry.nakamura
INC00253,2025-02-25T08:01:27,2025-02-27T01:28:44,Network,Low,Closed,VPN disconnects every 60 minutes for remote users in LATAM,grace.kim
INC00254,2025-02-25T14:09:12,2025-02-28T12:40:51,Email,Low,Closed,Mailbox quota exceeded warning for LATAM users,bob.rivera
INC00255,2025-02-25T18:07:54,2025-02-26T01:52:47,Hardware,High,Closed,Webcam not detected after latest OS update,alice.chen
INC00256,2025-02-26T00:57:17,2025-02-27T04:28:18,Network,Medium,Resolved,Wi-Fi drops in Building D during peak hours,henry.nakamura
INC00257,2025-02-26T04:27:16,2025-03-05T13:04:50,Hardware,Low,Closed,Docking station not recognizing external monitor,henry.nakamura
INC00258,2025-02-26T06:39:57,2025-02-26T14:14:43,Hardware,High,Closed,Hard drive SMART failure warning on workstation R25,eva.morales
INC00259,2025-02-26T08:58:53,2025-02-26T13:45:31,Network,High,Resolved,"Switch port flapping on rack R30, multiple users affected",carla.singh
INC00260,2025-02-26T17:11:10,2025-02-26T19:20:55,Software,Medium,Closed,Browser extensions blocked by new endpoint policy,henry.nakamura
INC00261,2025-02-27T06:18:35,2025-03-01T14:55:28,Email,Medium,Closed,Mailbox quota exceeded warning for APAC users,henry.nakamura
INC00262,2025-02-27T07:48:35,2025-02-27T23:06:01,Software,Medium,Closed,PDF viewer hangs on documents larger than 30MB,grace.kim
INC00263,2025-02-27T09:03:02,2025-03-16T19:47:03,Telephony,Low,Resolved,Call quality degraded during peak hours on SIP trunk,alice.chen
INC00264,2025-02-27T14:19:23,2025-03-02T22:41:05,Printing,Low,Closed,Color printer on ground floor reporting low toner repeatedly,eva.morales
INC00265,2025-02-27T15:27:31,2025-03-05T10:48:39,Software,Medium,Closed,Browser extensions blocked by new endpoint policy,frank.olsson
INC00266,2025-02-27T16:34:05,2025-03-02T15:26:18,Access,Low,Closed,MFA prompt loop preventing login to finance portal,deepak.patel
INC00267,2025-02-27T17:46:55,2025-02-27T21:48:32,Software,High,Closed,Excel macros disabled after security patch,bob.rivera
INC00268,2025-02-27T17:51:11,2025-02-28T20:33:49,Access,Medium,Resolved,"Service account credentials expired, batch job failing",eva.morales
INC00269,2025-02-27T18:29:27,2025-03-04T14:02:22,Printing,Low,Resolved,Color printer on 4th floor reporting low toner repeatedly,carla.singh
INC00270,2025-02-28T01:45:57,2025-03-01T13:49:51,Access,Medium,Closed,"SSO token expired prematurely, users locked out of engineering",frank.olsson
INC00271,2025-02-28T02:59:03,2025-02-28T20:43:12,Access,Medium,Closed,Role permissions revoked unexpectedly for NA-West team,eva.morales
INC00272,2025-02-28T06:51:12,2025-03-07T12:54:06,Software,Low,Closed,Excel macros disabled after security patch,deepak.patel
INC00273,2025-02-28T07:06:24,2025-02-28T10:18:48,Network,Critical,Closed,DNS resolution failing intermittently for NA-West users,frank.olsson
INC00274,2025-02-28T07:38:08,2025-03-03T16:57:45,Network,Medium,Closed,Wi-Fi drops in Building A during peak hours,eva.morales
INC00275,2025-02-28T10:09:35,2025-03-04T17:43:13,Access,Low,Closed,"Service account credentials expired, batch job failing",deepak.patel
INC00276,2025-02-28T10:31:59,2025-03-03T19:26:58,Access,Low,Closed,New employee cannot access required systems on first day,grace.kim
INC00277,2025-02-28T13:07:31,2025-03-01T11:43:54,Network,Medium,Closed,DNS resolution failing intermittently for EMEA users,frank.olsson
INC00278,2025-02-28T13:34:54,2025-03-01T01:32:10,Email,High,Resolved,Email delivery delayed by 2 hours to external recipients,bob.rivera
INC00279,2025-02-28T13:53:57,2025-02-28T23:19:26,Network,Medium,Closed,VLAN tagging issue preventing access to finance subnet,henry.nakamura
INC00280,2025-02-28T15:36:11,2025-02-28T20:29:50,Software,High,Closed,License server unreachable from hr office,henry.nakamura
INC00281,2025-02-28T16:26:09,2025-03-01T01:45:43,Email,High,Resolved,Cannot send email with large attachment to external domain,henry.nakamura
INC00282,2025-02-28T18:31:41,2025-03-03T05:24:51,Printing,Low,Closed,Network printer offline after firmware update,eva.morales
INC00283,2025-02-28T19:27:58,2025-03-03T12:16:38,Network,Low,Resolved,Slow network performance reported on 3rd floor,alice.chen
INC00284,2025-02-28T20:42:57,2025-03-01T18:09:14,Email,Medium,Resolved,Outlook freezes when opening attachments larger than 30MB,eva.morales
INC00285,2025-02-28T22:19:27,2025-03-01T14:58:12,Email,Medium,Resolved,Calendar invites from external senders not appearing in inbox,grace.kim
INC00286,2025-03-01T09:10:03,2025-03-02T01:09:28,Email,High,Closed,Outlook freezes when opening attachments larger than 5MB,bob.rivera
INC00287,2025-03-01T14:17:33,2025-03-01T18:24:11,Access,High,Resolved,New employee cannot access required systems on first day,frank.olsson
INC00288,2025-03-01T19:01:24,2025-03-02T02:28:19,Network,Critical,Closed,"Switch port flapping on rack R20, multiple users affected",henry.nakamura
INC00289,2025-03-02T07:58:22,2025-03-07T11:44:29,Software,Low,Closed,Application crashes after latest update on ground floor,frank.olsson
INC00290,2025-03-02T09:22:15,2025-03-07T10:46:58,Network,Low,Closed,"Switch port flapping on rack R33, multiple users affected",alice.chen
INC00291,2025-03-02T17:15:44,2025-03-05T00:59:45,Access,Medium,Closed,MFA prompt loop preventing login to finance portal,carla.singh
INC00292,2025-03-03T08:12:10,2025-03-03T13:01:51,Access,Critical,Closed,Employee unable to access shared drive after department transfer,frank.olsson
INC00293,2025-03-03T09:08:32,2025-03-06T04:09:07,Access,Medium,Resolved,Password reset link not delivered to corporate email,henry.nakamura
INC00294,2025-03-03T10:30:18,2025-03-08T05:14:57,Telephony,Low,Closed,Softphone audio one-way for NA-West remote employees,grace.kim
INC00295,2025-03-03T14:07:03,2025-03-04T00:45:44,Software,Critical,Closed,Database query timeout from engineering reporting tool,eva.morales
INC00296,2025-03-03T14:33:36,2025-03-03T17:33:34,Software,High,Closed,PDF viewer hangs on documents larger than 10MB,eva.morales
INC00297,2025-03-04T08:07:20,2025-03-13T03:01:47,Access,Low,Closed,Employee unable to access shared drive after department transfer,carla.singh
INC00298,2025-03-04T16:44:59,2025-03-06T07:35:31,Email,Medium,Closed,Shared mailbox permissions reset after migration,frank.olsson
INC00299,2025-03-04T16:57:13,2025-03-06T22:40:24,Software,Medium,Closed,Application crashes after latest update on ground floor,carla.singh
INC00300,2025-03-04T18:50:04,2025-03-05T07:10:20,Hardware,High,Closed,Keyboard unresponsive after sleep wake on Building D machines,henry.nakamura
INC00301,2025-03-04T19:35:28,2025-03-05T11:01:35,Hardware,Medium,Closed,Webcam not detected after latest OS update,frank.olsson
INC00302,2025-03-05T02:15:34,2025-03-13T16:44:35,Software,Low,Resolved,Application crashes after latest update on 5th floor,frank.olsson
INC00303,2025-03-05T07:16:01,2025-03-06T23:58:08,Access,Medium,Resolved,MFA prompt loop preventing login to finance portal,bob.rivera
INC00304,2025-03-05T07:44:01,2025-03-07T16:42:41,Security,Medium,Closed,Endpoint protection alert on workstation R28,henry.nakamura
INC00305,2025-03-05T09:31:45,2025-03-05T11:10:23,Hardware,Critical,Resolved,Hard drive SMART failure warning on workstation R07,frank.olsson
INC00306,2025-03-05T10:50:26,2025-03-06T11:25:14,Network,Medium,Resolved,Cannot reach internal site finance from remote network,bob.rivera
INC00307,2025-03-05T16:07:21,2025-03-09T16:46:46,Software,Low,Closed,Browser extensions blocked by new endpoint policy,frank.olsson
INC00308,2025-03-06T00:25:53,2025-03-08T20:05:26,Network,Medium,Closed,DNS resolution failing intermittently for NA-West users,henry.nakamura
INC00309,2025-03-06T11:54:30,2025-03-07T14:31:14,Email,Medium,Resolved,Shared mailbox permissions reset after migration,eva.morales
INC00310,2025-03-06T15:16:12,2025-03-06T18:50:42,Security,Critical,Closed,"Phishing email reported by APAC team, possible click-through",deepak.patel
INC00311,2025-03-06T15:41:18,2025-03-06T20:56:07,Network,High,Closed,Slow network performance reported on ground floor,eva.morales
INC00312,2025-03-06T15:49:58,2025-03-10T02:25:49,Hardware,Low,Closed,Headset audio cuts out during calls on docked machines,bob.rivera
INC00313,2025-03-06T17:58:23,2025-03-06T23:51:26,Access,High,Resolved,"Service account credentials expired, batch job failing",frank.olsson
INC00314,2025-03-06T18:52:52,2025-03-07T20:38:12,Software,Medium,Closed,Update rollout failing on Windows 11 APAC machines,henry.nakamura
INC00315,2025-03-07T02:29:10,2025-03-07T19:32:15,Access,Medium,Resolved,New employee cannot access required systems on first day,alice.chen
INC00316,2025-03-07T09:24:33,2025-03-09T03:35:57,Hardware,Medium,Closed,User laptop battery drains within 60 hours of unplugging,henry.nakamura
INC00317,2025-03-07T10:05:25,2025-03-07T22:31:07,Access,High,Closed,Password reset link not delivered to corporate email,frank.olsson
INC00318,2025-03-07T10:33:58,2025-03-07T16:21:29,Security,Critical,Closed,"USB device blocked by DLP policy, user requests exception",bob.rivera
INC00319,2025-03-07T16:38:39,2025-03-09T02:06:30,Software,Medium,Closed,Browser extensions blocked by new endpoint policy,carla.singh
INC00320,2025-03-09T08:26:38,2025-03-11T09:14:00,Network,Medium,Resolved,Slow network performance reported on 4th floor,carla.singh
INC00321,2025-03-09T09:32:36,2025-03-09T21:17:50,Security,High,Closed,Anomalous login from foreign IP for ops account,carla.singh
INC00322,2025-03-09T10:27:09,2025-03-09T20:21:10,Access,Medium,Closed,"Service account credentials expired, batch job failing",grace.kim
INC00323,2025-03-09T14:10:15,2025-03-10T02:19:46,Hardware,Medium,Closed,Docking station not recognizing external monitor,henry.nakamura
INC00324,2025-03-10T11:53:15,2025-03-11T07:54:16,Network,High,Resolved,VLAN tagging issue preventing access to hr subnet,eva.morales
INC00325,2025-03-10T14:19:39,2025-03-10T18:08:54,Network,Critical,Closed,VPN disconnects every 10 minutes for remote users in NA-East,henry.nakamura
INC00326,2025-03-10T15:18:53,2025-03-10T18:10:43,Network,Critical,Closed,"Switch port flapping on rack R07, multiple users affected",alice.chen
INC00327,2025-03-10T15:33:21,2025-03-10T19:38:57,Network,High,Closed,Cannot reach internal site ops from remote network,henry.nakamura
INC00328,2025-03-10T17:56:04,2025-03-10T22:49:09,Network,Critical,Closed,Wi-Fi drops in Building A during peak hours,frank.olsson
INC00329,2025-03-10T23:53:11,2025-03-11T02:46:42,Network,Critical,Closed,Cannot reach internal site hr from remote network,bob.rivera
INC00330,2025-03-11T02:33:18,2025-03-17T11:00:38,Telephony,Low,Closed,Call quality degraded during peak hours on SIP trunk,eva.morales
INC00331,2025-03-11T03:32:18,2025-03-11T22:20:31,Network,High,Resolved,VPN disconnects every 30 minutes for remote users in LATAM,alice.chen
INC00332,2025-03-11T05:42:07,2025-03-11T12:39:23,Network,High,Closed,Slow network performance reported on 3rd floor,eva.morales
INC00333,2025-03-11T06:11:59,2025-03-11T15:27:26,Network,Medium,Resolved,"Switch port flapping on rack R04, multiple users affected",grace.kim
INC00334,2025-03-11T07:59:47,2025-03-11T19:57:31,Network,High,Resolved,VLAN tagging issue preventing access to finance subnet,carla.singh
INC00335,2025-03-11T10:12:01,2025-03-11T18:24:25,Network,High,Resolved,VLAN tagging issue preventing access to ops subnet,henry.nakamura
INC00336,2025-03-11T12:04:46,2025-03-11T15:58:43,Network,High,Closed,Cannot reach internal site ops from remote network,deepak.patel
INC00337,2025-03-11T12:27:40,2025-03-13T01:11:01,Network,Medium,Closed,DNS resolution failing intermittently for LATAM users,grace.kim
INC00338,2025-03-11T15:27:16,2025-03-11T22:28:43,Network,High,Resolved,VPN disconnects every 30 minutes for remote users in EMEA,frank.olsson
INC00339,2025-03-11T15:37:12,2025-03-11T17:25:52,Network,Critical,Closed,VPN disconnects every 60 minutes for remote users in NA-West,henry.nakamura
INC00340,2025-03-11T15:45:16,2025-03-12T17:52:39,Network,Medium,Closed,VLAN tagging issue preventing access to ops subnet,alice.chen
INC00341,2025-03-11T16:07:20,2025-03-11T20:21:10,Network,Critical,Closed,VLAN tagging issue preventing access to hr subnet,deepak.patel
INC00342,2025-03-11T18:58:33,2025-03-13T00:13:09,Network,Medium,Resolved,VLAN tagging issue preventing access to hr subnet,carla.singh
INC00343,2025-03-11T18:59:03,2025-03-12T03:54:47,Network,High,Closed,Wi-Fi drops in Building D during peak hours,grace.kim
INC00344,2025-03-11T19:56:07,2025-03-11T23:05:20,Network,Critical,Resolved,"Switch port flapping on rack R32, multiple users affected",henry.nakamura
INC00345,2025-03-11T20:37:16,2025-03-11T23:26:04,Network,High,Closed,DNS resolution failing intermittently for LATAM users,henry.nakamura
INC00346,2025-03-11T21:05:16,2025-03-12T12:12:59,Network,High,Closed,Wi-Fi drops in Building B during peak hours,henry.nakamura
INC00347,2025-03-11T21:43:37,2025-03-12T01:26:45,Network,Critical,Closed,Cannot reach internal site hr from remote network,carla.singh
INC00348,2025-03-11T21:55:10,2025-03-12T04:29:29,Network,High,Closed,Cannot reach internal site ops from remote network,carla.singh
INC00349,2025-03-11T22:06:03,2025-03-12T03:35:00,Security,High,Closed,"Phishing email reported by NA-West team, possible click-through",alice.chen
INC00350,2025-03-12T01:24:45,2025-03-12T19:09:51,Hardware,High,Closed,Headset audio cuts out during calls on docked machines,alice.chen
INC00351,2025-03-12T02:17:28,2025-03-12T06:51:51,Network,High,Resolved,Wi-Fi drops in Building D during peak hours,bob.rivera
INC00352,2025-03-12T04:19:09,2025-03-12T05:36:25,Access,Critical,Closed,"Service account credentials expired, batch job failing",deepak.patel
INC00353,2025-03-12T05:17:48,2025-03-12T18:09:45,Network,High,Closed,Wi-Fi drops in Building D during peak hours,carla.singh
INC00354,2025-03-12T05:34:07,2025-03-14T01:54:58,Software,Medium,Resolved,Application crashes after latest update on 4th floor,alice.chen
INC00355,2025-03-12T07:14:12,2025-03-14T18:38:17,Printing,Low,Resolved,Badge release printer not authenticating users,grace.kim
INC00356,2025-03-12T08:32:07,2025-03-12T09:43:29,Network,Critical,Closed,VLAN tagging issue preventing access to engineering subnet,carla.singh
INC00357,2025-03-12T08:51:52,2025-03-12T17:56:03,Network,High,Resolved,DNS resolution failing intermittently for NA-East users,grace.kim
INC00358,2025-03-12T09:21:09,2025-03-12T14:02:16,Network,Critical,Resolved,"Switch port flapping on rack R29, multiple users affected",deepak.patel
INC00359,2025-03-12T09:30:17,2025-03-12T10:13:24,Network,Critical,Closed,"Switch port flapping on rack R21, multiple users affected",carla.singh
INC00360,2025-03-12T09:49:39,2025-03-15T10:05:38,Software,Low,Closed,Application crashes after latest update on ground floor,grace.kim
INC00361,2025-03-12T09:53:58,2025-03-12T13:45:00,Hardware,Critical,Resolved,Hard drive SMART failure warning on workstation R33,bob.rivera
INC00362,2025-03-12T12:40:32,2025-03-12T19:17:53,Network,High,Closed,Wi-Fi drops in Building D during peak hours,bob.rivera
INC00363,2025-03-12T13:17:07,2025-03-13T02:36:52,Network,High,Resolved,Cannot reach internal site ops from remote network,henry.nakamura
INC00364,2025-03-12T13:36:25,2025-03-13T03:29:56,Network,High,Resolved,VPN disconnects every 15 minutes for remote users in NA-West,carla.singh
INC00365,2025-03-12T14:02:22,2025-03-14T03:20:24,Access,Medium,Closed,Password reset link not delivered to corporate email,grace.kim
INC00366,2025-03-12T14:14:28,2025-03-12T19:37:59,Network,Critical,Closed,Cannot reach internal site finance from remote network,bob.rivera
INC00367,2025-03-12T14:21:20,2025-03-13T01:50:48,Network,Medium,Resolved,DNS resolution failing intermittently for EMEA users,henry.nakamura
INC00368,2025-03-12T14:35:50,2025-03-12T18:53:03,Network,High,Closed,DNS resolution failing intermittently for NA-West users,eva.morales
INC00369,2025-03-12T15:10:52,2025-03-12T16:08:13,Network,Critical,Closed,Slow network performance reported on 4th floor,bob.rivera
INC00370,2025-03-12T15:27:47,2025-03-12T23:36:28,Network,High,Resolved,Cannot reach internal site ops from remote network,eva.morales
INC00371,2025-03-12T15:55:06,2025-03-12T20:22:08,Network,High,Resolved,Cannot reach internal site ops from remote network,eva.morales
INC00372,2025-03-12T16:38:25,2025-03-13T22:20:57,Network,Medium,Resolved,DNS resolution failing intermittently for APAC users,eva.morales
INC00373,2025-03-12T16:45:14,2025-03-13T02:19:20,Network,High,Closed,Cannot reach internal site engineering from remote network,bob.rivera
INC00374,2025-03-12T17:28:59,2025-03-13T01:41:10,Network,High,Resolved,Wi-Fi drops in Building D during peak hours,frank.olsson
INC00375,2025-03-12T18:39:13,2025-03-12T22:16:43,Network,Critical,Closed,Slow network performance reported on ground floor,grace.kim
INC00376,2025-03-12T19:00:08,2025-03-13T00:04:25,Network,Critical,Closed,VPN disconnects every 30 minutes for remote users in EMEA,alice.chen
INC00377,2025-03-12T23:04:59,2025-03-13T18:09:12,Network,High,Resolved,VPN disconnects every 5 minutes for remote users in EMEA,deepak.patel
INC00378,2025-03-13T00:02:13,2025-03-13T04:38:00,Network,High,Closed,Slow network performance reported on 4th floor,carla.singh
INC00379,2025-03-13T01:00:08,2025-03-13T01:39:19,Network,Critical,Closed,"Switch port flapping on rack R05, multiple users affected",eva.morales
INC00380,2025-03-13T04:22:35,2025-03-13T07:56:28,Network,High,Closed,Cannot reach internal site engineering from remote network,alice.chen
INC00381,2025-03-13T07:50:57,2025-03-13T14:37:26,Email,Medium,Resolved,Distribution list engineering-team not receiving messages,deepak.patel
INC00382,2025-03-13T07:53:36,2025-03-15T00:42:00,Access,Low,Closed,Employee unable to access shared drive after department transfer,frank.olsson
INC00383,2025-03-13T08:38:07,2025-03-15T07:48:45,Email,Medium,Closed,Calendar invites from external senders not appearing in inbox,bob.rivera
INC00384,2025-03-13T08:38:50,2025-03-13T13:16:41,Network,High,Closed,Slow network performance reported on ground floor,alice.chen
INC00385,2025-03-13T08:42:51,2025-03-13T16:12:54,Network,High,Closed,VPN disconnects every 30 minutes for remote users in NA-West,bob.rivera
INC00386,2025-03-13T09:01:10,2025-03-13T14:29:18,Network,Critical,Resolved,Cannot reach internal site sales from remote network,carla.singh
INC00387,2025-03-13T09:23:30,2025-03-13T11:31:09,Network,Critical,Resolved,"Switch port flapping on rack R03, multiple users affected",frank.olsson
INC00388,2025-03-13T11:53:04,2025-03-13T20:04:08,Network,Critical,Closed,Wi-Fi drops in Building C during peak hours,carla.singh
INC00389,2025-03-13T15:10:29,2025-03-15T10:54:34,Network,Medium,Closed,VLAN tagging issue preventing access to engineering subnet,henry.nakamura
INC00390,2025-03-13T15:54:17,2025-03-13T18:18:17,Network,Critical,Closed,Slow network performance reported on 4th floor,deepak.patel
INC00391,2025-03-13T18:12:14,2025-03-13T20:46:47,Hardware,Critical,Closed,Hard drive SMART failure warning on workstation R25,bob.rivera
INC00392,2025-03-13T18:15:47,2025-03-13T22:28:58,Network,Critical,Closed,VLAN tagging issue preventing access to finance subnet,carla.singh
INC00393,2025-03-13T18:18:55,2025-03-14T00:27:31,Network,High,Resolved,VPN disconnects every 2 minutes for remote users in APAC,carla.singh
INC00394,2025-03-13T18:36:58,2025-03-13T20:25:01,Printing,Critical,Closed,Driver mismatch preventing printing from EMEA laptops,grace.kim
INC00395,2025-03-13T19:05:37,2025-03-15T04:47:12,Email,Medium,Closed,Email delivery delayed by 30 hours to external recipients,henry.nakamura
INC00396,2025-03-13T19:26:57,2025-03-13T20:24:00,Network,Critical,Closed,"Switch port flapping on rack R32, multiple users affected",henry.nakamura
INC00397,2025-03-13T19:44:53,2025-03-17T13:45:30,Access,Low,Closed,Password reset link not delivered to corporate email,grace.kim
INC00398,2025-03-13T20:08:39,2025-03-14T03:28:10,Hardware,High,Closed,Keyboard unresponsive after sleep wake on Building B machines,henry.nakamura
INC00399,2025-03-13T20:25:42,2025-03-13T23:45:33,Network,High,Closed,Cannot reach internal site hr from remote network,bob.rivera
INC00400,2025-03-14T08:49:11,2025-03-15T03:53:29,Network,Medium,Closed,DNS resolution failing intermittently for EMEA users,eva.morales
INC00401,2025-03-14T09:58:25,2025-03-14T11:03:44,Software,Critical,Closed,License server unreachable from ops office,deepak.patel
INC00402,2025-03-14T11:11:33,2025-03-14T15:04:28,Network,Critical,Closed,"Switch port flapping on rack R28, multiple users affected",alice.chen
INC00403,2025-03-14T13:42:28,2025-03-14T22:41:18,Network,Critical,Closed,"Switch port flapping on rack R27, multiple users affected",eva.morales
INC00404,2025-03-14T16:39:36,2025-03-14T19:03:41,Network,Critical,Closed,Wi-Fi drops in Building D during peak hours,henry.nakamura
INC00405,2025-03-14T18:32:46,2025-03-15T00:31:26,Network,Critical,Closed,"Switch port flapping on rack R12, multiple users affected",eva.morales
INC00406,2025-03-14T19:42:54,2025-03-15T01:29:02,Network,High,Closed,DNS resolution failing intermittently for APAC users,deepak.patel
INC00407,2025-03-16T07:08:35,2025-03-18T01:26:07,Network,Medium,Closed,Cannot reach internal site ops from remote network,carla.singh
INC00408,2025-03-16T07:42:27,2025-03-16T18:29:16,Access,High,Closed,Role permissions revoked unexpectedly for LATAM team,henry.nakamura
INC00409,2025-03-16T14:46:25,2025-03-16T18:08:58,Email,High,Closed,Shared mailbox permissions reset after migration,grace.kim
INC00410,2025-03-16T16:13:50,2025-03-21T04:05:42,Telephony,Low,Closed,Phone extension 2 ringing wrong desk after move,deepak.patel
INC00411,2025-03-17T03:08:26,2025-03-19T12:29:18,Telephony,Low,Closed,Phone extension 2 ringing wrong desk after move,bob.rivera
INC00412,2025-03-17T08:30:57,2025-03-17T09:59:36,Hardware,Critical,Closed,Hard drive SMART failure warning on workstation R03,bob.rivera
INC00413,2025-03-17T09:53:42,2025-03-17T19:02:26,Network,High,Closed,"Switch port flapping on rack R11, multiple users affected",grace.kim
INC00414,2025-03-17T18:09:50,2025-03-18T04:13:52,Network,High,Closed,VPN disconnects every 60 minutes for remote users in NA-East,bob.rivera
INC00415,2025-03-17T19:13:15,2025-03-18T18:51:23,Access,Medium,Closed,New employee cannot access required systems on first day,grace.kim
INC00416,2025-03-18T01:28:10,2025-03-19T14:07:30,Network,Low,Resolved,VLAN tagging issue preventing access to ops subnet,frank.olsson
INC00417,2025-03-18T15:47:09,2025-03-20T20:29:45,Hardware,Low,Closed,Docking station not recognizing external monitor,frank.olsson
